Date,Close,High,Low,Open,Volume
,KLBF.JK,KLBF.JK,KLBF.JK,KLBF.JK,KLBF.JK
2019-02-08,1420.54248046875,1424.99559169279,1416.08936924471,1424.99559169279,12267000
2019-02-11,1420.54248046875,1429.44870291683,1416.08936924471,1420.54248046875,9189800
2019-02-12,1398.2769775390625,1424.9956458996814,1398.2769775390625,1416.0894231128084,21731100
2019-02-13,1398.2769775390625,1416.0894231128084,1389.3707547521894,1398.2769775390625,11236800
2019-02-14,1411.63623046875,1416.0893416058755,1380.4644525088722,1380.4644525088722,19127000
2019-02-15,1402.7301025390625,1416.0894368489585,1380.4645453559028,1389.3707682291667,29752800
2019-02-18,1402.7301025390625,1416.0894368489585,1384.9176567925347,1407.1832139756946,31288900
2019-02-19,1380.4644775390625,1398.276922410534,1380.4644775390625,1398.276922410534,17400900
2019-02-20,1376.011474609375,1398.2770324509506,1362.6521399044295,1389.3708093143205,25303700
2019-02-21,1362.652099609375,1371.558322482639,1349.2927652994792,1362.652099609375,29788200
2019-02-22,1344.839599609375,1358.198933380329,1335.9333770954056,1349.2927108663596,34067200
2019-02-25,1340.3865966796875,1349.2928199134396,1335.9334850628115,1344.8397082965635,33020800
2019-02-26,1340.3865966796875,1344.8397082965635,1335.9334850628115,1340.3865966796875,33464200
2019-02-27,1353.745849609375,1367.1051836515728,1344.8396269145765,1344.8396269145765,13616000
2019-02-28,1331.480224609375,1367.1051135621342,1318.1208912520904,1358.1988913239443,46482400
2019-03-01,1371.5582275390625,1371.5582275390625,1335.933338512074,1344.839560768821,13025800
2019-03-04,1349.292724609375,1376.011392423422,1349.292724609375,1371.5582811210809,17738800
2019-03-05,1340.3865966796875,1358.1990431471916,1331.4803734459354,1358.1990431471916,10501300
2019-03-06,1344.839599609375,1358.198933380329,1327.0271545814362,1358.198933380329,10222000
2019-03-07,1344.839599609375,1344.839599609375,1344.839599609375,1344.839599609375,0
2019-03-08,1358.1988525390625,1358.1988525390625,1327.027075595543,1327.027075595543,13406000
2019-03-11,1353.745849609375,1362.6520723041735,1349.2927382619757,1353.745849609375,5657800
2019-03-12,1335.933349609375,1358.198905436198,1331.4802384440104,1335.933349609375,8441800
2019-03-13,1340.3865966796875,1362.6521547640677,1331.4803734459354,1353.7459315303156,3102900
2019-03-14,1335.933349609375,1344.8395719401042,1331.4802384440104,1335.933349609375,10924400
2019-03-15,1376.011474609375,1380.46458617769,1344.8396936311692,1358.1990283361145,16407600
2019-03-18,1376.011474609375,1398.2770324509506,1362.6521399044295,1384.9176977460054,4608300
2019-03-19,1384.9176025390625,1389.370713801246,1371.558268752512,1389.370713801246,3338000
2019-03-20,1353.745849609375,1380.4645176937706,1344.8396269145765,1376.0114063463714,8387600
2019-03-21,1340.3865966796875,1371.5583779978197,1340.3865966796875,1358.1990431471916,8730400
2019-03-22,1344.839599609375,1353.7458221233444,1340.3864883523902,1340.3864883523902,5230200
2019-03-25,1340.3865966796875,1362.6521547640677,1335.9334850628115,1335.9334850628115,11404500
2019-03-26,1349.292724609375,1362.6520585163985,1335.9333907023515,1362.6520585163985,6829100
2019-03-27,1349.292724609375,1353.745835911716,1344.839613307034,1353.745835911716,4645500
2019-03-28,1353.745849609375,1358.1989609567743,1344.8396269145765,1349.2927382619757,3251300
2019-03-29,1353.745849609375,1367.1051836515728,1344.8396269145765,1367.1051836515728,7590100
2019-04-01,1327.027099609375,1362.6519881894924,1322.5739885368603,1353.7457660444632,7441700
2019-04-02,1344.839599609375,1353.7458221233444,1327.0271545814362,1331.480265838421,4543700
2019-04-03,1344.839599609375,1344.839599609375,1344.839599609375,1344.839599609375,0
2019-04-04,1367.1051025390625,1371.5582136222515,1353.745769289495,1362.6519914558733,6032500
2019-04-05,1344.839599609375,1371.5582671512832,1340.3864883523902,1371.5582671512832,5363700
2019-04-08,1353.745849609375,1353.745849609375,1335.933404219778,1353.745849609375,6588200
2019-04-09,1362.652099609375,1362.652099609375,1344.8396538628472,1349.2927652994792,6242500
2019-04-10,1358.1988525390625,1371.5581855148566,1349.2926305551998,1371.5581855148566,6300600
2019-04-11,1349.292724609375,1367.1051698187398,1349.292724609375,1367.1051698187398,4779500
2019-04-12,1335.933349609375,1349.2926831054688,1327.0271272786458,1349.2926831054688,26667100
2019-04-15,1331.480224609375,1340.3864468475647,1327.02711349028,1331.480224609375,29657600
2019-04-16,1331.480224609375,1335.93333572847,1327.02711349028,1331.480224609375,16842400
2019-04-17,1331.480224609375,1331.480224609375,1331.480224609375,1331.480224609375,0
2019-04-18,1331.480224609375,1367.1051135621342,1322.574002371185,1362.6520024430392,38798400
2019-04-19,1331.480224609375,1331.480224609375,1331.480224609375,1331.480224609375,0
2019-04-22,1318.1209716796875,1335.9334172429267,1318.1209716796875,1331.4803058521168,18126300
2019-04-23,1335.933349609375,1344.8395719401042,1322.5740161132812,1322.5740161132812,15935500
2019-04-24,1344.839599609375,1349.2927108663596,1327.0271545814362,1335.9333770954056,9784600
2019-04-25,1309.2147216796875,1349.2927233637595,1309.2147216796875,1344.8396120655293,27010100
2019-04-26,1349.292724609375,1349.292724609375,1309.2147228883045,1309.2147228883045,11807000
2019-04-29,1335.933349609375,1349.2926831054688,1335.933349609375,1340.3864607747396,8461500
2019-04-30,1376.011474609375,1376.011474609375,1335.9334704945388,1335.9334704945388,43375800
2019-05-01,1376.011474609375,1376.011474609375,1376.011474609375,1376.011474609375,0
2019-05-02,1344.839599609375,1367.1051558942984,1313.6678208104822,1367.1051558942984,55555500
2019-05-03,1331.480224609375,1349.2926690857546,1309.2146690139004,1344.8395579666596,27461400
2019-05-06,1313.66796875,1322.574192266949,1300.3086334745763,1309.2148569915253,28357200
2019-05-07,1335.933349609375,1335.933349609375,1309.2146826171875,1322.5740161132812,12350500
2019-05-08,1335.933349609375,1335.933349609375,1313.667793782552,1313.667793782552,17486600
2019-05-09,1300.308349609375,1322.5739035410425,1300.308349609375,1309.214571182042,34466900
2019-05-10,1286.9490966796875,1318.1208741079151,1286.9490966796875,1291.4022077408629,23369200
2019-05-13,1282.49609375,1309.2147623697917,1282.49609375,1309.2147623697917,25711300
2019-05-14,1237.96484375,1278.042842288669,1237.96484375,1273.589731339928,31724800
2019-05-15,1202.340087890625,1242.4180908203125,1193.433865017361,1237.9649793836807,29428800
2019-05-16,1153.3558349609375,1202.340059611788,1153.3558349609375,1193.4338369479972,26297800
2019-05-17,1122.1839599609375,1166.7150694831969,1122.1839599609375,1148.9026256742932,33258400
2019-05-20,1184.527587890625,1211.246255286654,1139.9964755639098,1139.9964755639098,24935600
2019-05-21,1193.433837890625,1237.964951244753,1180.0745038843868,1180.0745038843868,12531500
2019-05-22,1180.074462890625,1193.433796432783,1175.6213517099056,1188.9806852520637,9887200
2019-05-23,1193.433837890625,1193.433837890625,1175.621392548974,1180.0745038843868,14773900
2019-05-24,1197.886962890625,1220.1525198216775,1188.980740118204,1193.4338515044146,10313000
2019-05-27,1197.886962890625,1242.41807675273,1197.886962890625,1220.1525198216775,17398400
2019-05-28,1211.246337890625,1220.1525609633502,1193.4338917451746,1220.1525609633502,65365400
2019-05-29,1206.793212890625,1215.6994358639877,1175.621432483856,1215.6994358639877,29183800
2019-05-30,1206.793212890625,1206.793212890625,1206.793212890625,1206.793212890625,0
2019-05-31,1251.32421875,1255.7773298487546,1211.24621886121,1211.24621886121,47925100
2019-06-03,1251.32421875,1251.32421875,1251.32421875,1251.32421875,0
2019-06-04,1251.32421875,1251.32421875,1251.32421875,1251.32421875,0
2019-06-05,1251.32421875,1251.32421875,1251.32421875,1251.32421875,0
2019-06-06,1251.32421875,1251.32421875,1251.32421875,1251.32421875,0
2019-06-07,1251.32421875,1251.32421875,1251.32421875,1251.32421875,0
2019-06-10,1315.7506103515625,1315.7506103515625,1274.9169707199624,1279.45404179014,18929100
2019-06-11,1324.82470703125,1329.3617779457406,1283.991068800835,1293.065210629816,15553200
2019-06-12,1315.7506103515625,1324.8247524919182,1297.6023260708512,1297.6023260708512,13802100
2019-06-13,1306.6766357421875,1315.7507790459526,1302.139564090305,1311.21370739407,18236400
2019-06-14,1356.584228515625,1356.584228515625,1302.1393765350647,1320.2876605285849,13729000
2019-06-17,1270.3800048828125,1356.5843623570033,1270.3800048828125,1352.0472909109933,8921600
2019-06-18,1333.89892578125,1342.9730681335034,1283.9911428438563,1297.6023563722365,25368700
2019-06-19,1342.97314453125,1342.97314453125,1315.7507159258869,1333.8990016627956,30480000
2019-06-20,1333.89892578125,1338.4359969573768,1320.2877122528698,1338.4359969573768,23322700
2019-06-21,1320.287841796875,1333.8990566607602,1302.1395553116945,1333.8990566607602,57082300
2019-06-24,1329.362060546875,1329.362060546875,1311.2137730308766,1315.7508449098764,5649800
2019-06-25,1342.97314453125,1342.97314453125,1324.8248587943413,1333.8990016627956,8008100
2019-06-26,1333.89892578125,1342.9730681335034,1320.2877122528698,1338.4359969573768,8889400
2019-06-27,1320.287841796875,1338.4361282820553,1311.2136985542847,1338.4361282820553,13759800
2019-06-28,1324.82470703125,1338.435919774722,1306.6764233732877,1320.2876361167596,14398600
2019-07-01,1315.7506103515625,1333.8988946322736,1311.2135392813848,1329.3618235620959,7220600
2019-07-02,1315.7506103515625,1333.8988946322736,1306.6764682112068,1333.8988946322736,17786600
2019-07-03,1311.2135009765625,1333.8988556647382,1302.139359101292,1324.824713789468,14890400
2019-07-04,1306.6766357421875,1324.8249223497178,1297.6024924384224,1302.139564090305,16376300
2019-07-05,1306.6766357421875,1320.2878506978352,1293.0654207865398,1306.6766357421875,14993200
2019-07-08,1302.139404296875,1306.676475391986,1293.0652621066529,1306.676475391986,7463400
2019-07-09,1315.7506103515625,1315.7506103515625,1293.0652550006735,1302.1393971410291,14935100
2019-07-10,1329.362060546875,1329.362060546875,1293.0654855148784,1315.7508449098764,16001800
2019-07-11,1306.6766357421875,1333.8990656534831,1297.6024924384224,1333.8990656534831,9454900
2019-07-12,1243.157470703125,1306.6764655565694,1234.0833285812043,1306.6764655565694,26107600
2019-07-15,1324.82470703125,1324.82470703125,1256.7686433138913,1265.8427851428726,23010300
2019-07-16,1302.139404296875,1324.8247597724303,1293.0652621066529,1324.8247597724303,9421700
2019-07-17,1320.287841796875,1324.8249134181701,1297.6024836903994,1320.287841796875,10614000
2019-07-18,1338.4361572265625,1342.9732289459746,1315.7507986295022,1324.8249420683262,21017200
2019-07-19,1352.0472412109375,1356.584312490169,1338.4360273732434,1342.9730986524748,19603700
2019-07-22,1347.510009765625,1352.0470805055766,1333.89879754577,1352.0470805055766,10416800
2019-07-23,1333.89892578125,1352.0472104857568,1315.7506410767432,1347.5101393096302,8203100
2019-07-24,1306.6766357421875,1342.9732089572483,1306.6766357421875,1306.6766357421875,9584900
2019-07-25,1338.4361572265625,1338.4361572265625,1306.676655190678,1306.676655190678,17168100
2019-07-26,1315.7506103515625,1342.9730367726293,1311.2135392813848,1338.4359657024515,21710600
2019-07-29,1324.82470703125,1329.3617779457406,1297.6022815443066,1315.750565202269,14182700
2019-07-30,1324.82470703125,1329.3617779457406,1311.2134942877783,1324.82470703125,12891400
2019-07-31,1333.89892578125,1342.9730681335034,1306.6764987244899,1333.89892578125,49488800
2019-08-01,1347.510009765625,1347.510009765625,1320.2875853259154,1333.89879754577,27669200
2019-08-02,1320.287841796875,1347.5102715246455,1293.0654120691042,1347.5102715246455,25023300
2019-08-05,1279.4541015625,1324.8248143838653,1270.379958998227,1311.2136005374557,37991300
2019-08-06,1256.7686767578125,1274.9169608987197,1234.0833215816788,1270.3798898634927,34883400
2019-08-07,1297.6025390625,1320.2878981370193,1252.2318209134617,1261.3059645432693,31772500
2019-08-08,1283.9910888671875,1324.8247277357555,1283.9910888671875,1324.8247277357555,34351700
2019-08-09,1306.6766357421875,1315.7507790459526,1288.528349134657,1297.6024924384224,24758900
2019-08-12,1329.362060546875,1333.8991324258745,1302.1396292728775,1315.7508449098764,22342100
2019-08-13,1324.82470703125,1333.8988488602313,1302.1393524587972,1329.3617779457406,25253000
2019-08-14,1342.97314453125,1342.97314453125,1320.2877873601142,1333.8990016627956,26353100
2019-08-15,1352.0472412109375,1352.0472412109375,1315.7506709770869,1324.8248135355495,24390000
2019-08-16,1370.195556640625,1370.195556640625,1342.9731283629967,1352.0472711222062,37517100
2019-08-19,1420.1031494140625,1438.2514324736671,1374.732441765051,1374.732441765051,78866000
2019-08-20,1424.640380859375,1433.7145234126194,1411.0291670295082,1420.1033095827527,68933500
2019-08-21,1429.177490234375,1438.2516330295139,1411.0292046440973,1424.6404188368056,44922900
2019-08-22,1474.5482177734375,1492.696503530649,1429.1775033804086,1429.1775033804086,75268000
2019-08-23,1470.010986328125,1479.0851282190395,1429.1773478190105,1479.0851282190395,23525700
2019-08-26,1470.010986328125,1474.5480572735823,1383.8066383644386,1465.4739153826679,26232000
2019-08-27,1474.5482177734375,1474.5482177734375,1460.9370034555288,1470.0111463341345,81110000
2019-08-28,1501.7703857421875,1501.7703857421875,1474.547961831453,1474.547961831453,85445900
2019-08-29,1515.3818359375,1524.4559786676646,1501.770621842253,1506.3076932073352,46905600
2019-08-30,1533.530029296875,1533.530029296875,1515.3817449264977,1524.4558871116865,79928200
2019-09-02,1519.9188232421875,1533.530036584655,1483.6222543289412,1524.4558943563432,25346000
2019-09-03,1497.233642578125,1506.3077858664774,1488.1594992897728,1501.7707142223012,23714900
2019-09-04,1506.3077392578125,1506.3077392578125,1497.2335962502352,1501.7706677540239,21149800
2019-09-05,1515.3818359375,1524.4559786676646,1488.1594077470058,1506.3076932073352,42419800
2019-09-06,1519.9188232421875,1524.4558943563432,1515.3817521280316,1524.4558943563432,15630900
2019-09-09,1519.9188232421875,1528.992965470499,1510.844681013876,1524.4558943563432,16638800
2019-09-10,1524.455810546875,1524.455810546875,1515.3816688174295,1519.9187396821521,20762000
2019-09-11,1524.455810546875,1524.455810546875,1492.6963144938152,1524.455810546875,32795700
2019-09-12,1533.530029296875,1533.530029296875,1488.159318370932,1524.4558871116865,18908500
2019-09-13,1524.455810546875,1533.5299522763207,1501.770456223261,1524.455810546875,6903700
2019-09-16,1524.455810546875,1524.455810546875,1483.6221727643695,1501.770456223261,26976900
2019-09-17,1524.455810546875,1524.455810546875,1510.8445979527066,1519.9187396821521,23823500
2019-09-18,1524.455810546875,1524.455810546875,1515.3816688174295,1519.9187396821521,33115300
2019-09-19,1524.455810546875,1533.5299522763207,1519.9187396821521,1524.455810546875,57726800
2019-09-20,1510.8447265625,1519.9188690643768,1488.1593703078079,1515.3817978134384,50429400
2019-09-23,1510.8447265625,1510.8447265625,1506.3076553115616,1506.3076553115616,16192600
2019-09-24,1506.3077392578125,1515.3818822653895,1501.7706677540239,1510.8448107616011,30151800
2019-09-25,1515.3818359375,1519.9189073025823,1497.2335504771706,1506.3076932073352,15618200
2019-09-26,1515.3818359375,1519.9189073025823,1506.3076932073352,1515.3818359375,24797500
2019-09-27,1519.9188232421875,1524.4558943563432,1510.844681013876,1524.4558943563432,19302200
2019-09-30,1519.9188232421875,1524.4558943563432,1510.844681013876,1510.844681013876,31366800
2019-10-01,1519.9188232421875,1519.9188232421875,1497.2334676714086,1497.2334676714086,6910000
2019-10-02,1515.3818359375,1524.4559786676646,1506.3076932073352,1506.3076932073352,9516000
2019-10-03,1497.233642578125,1506.3077858664774,1479.0853560014205,1488.1594992897728,11511300
2019-10-04,1497.233642578125,1501.7707142223012,1483.6224276455966,1501.7707142223012,19488200
2019-10-07,1479.0850830078125,1501.7704370416745,1470.0109413942675,1497.2333662349022,19631800
2019-10-08,1506.3077392578125,1506.3077392578125,1483.6223817388695,1488.1594532426582,22399600
2019-10-09,1497.233642578125,1510.8448575106536,1497.233642578125,1497.233642578125,16388100
2019-10-10,1497.233642578125,1506.3077858664774,1483.6224276455966,1483.6224276455966,7200500
2019-10-11,1506.3077392578125,1506.3077392578125,1497.2335962502352,1501.7706677540239,4397400
2019-10-14,1515.3818359375,1519.9189073025823,1492.6964791120884,1492.6964791120884,7028700
2019-10-15,1506.3077392578125,1506.3077392578125,1474.5482387312923,1506.3077392578125,20787700
2019-10-16,1501.7703857421875,1515.3815976975548,1492.6962444386095,1506.3074563939767,75947300
2019-10-17,1501.7703857421875,1506.3074563939767,1497.2333150903985,1506.3074563939767,13880800
2019-10-18,1474.5482177734375,1497.2335749699519,1433.7145748197115,1492.696503530649,14812700
2019-10-21,1483.622314453125,1492.6964570491687,1456.3998866649943,1492.6964570491687,19021000
2019-10-22,1479.0850830078125,1492.6962954281298,1465.4738705874952,1492.6962954281298,30314200
2019-10-23,1460.9368896484375,1479.0851739918965,1442.7886053049788,1456.3998185625728,27558200
2019-10-24,1465.47412109375,1465.47412109375,1447.3258347644155,1460.9370495114163,35382900
2019-10-25,1424.640380859375,1465.4740223489748,1415.5662383061306,1465.4740223489748,32521500
2019-10-28,1456.39990234375,1465.4740450374804,1424.6404029156931,1424.6404029156931,31786900
2019-10-29,1483.622314453125,1488.1593857511468,1451.8628153669727,1451.8628153669727,29620400
2019-10-30,1492.6964111328125,1497.233482291271,1488.1593399743542,1497.233482291271,30054100
2019-10-31,1447.32568359375,1506.3076080035266,1420.1032569430838,1501.7705368950822,32757600
2019-11-01,1474.5482177734375,1488.1594320913462,1447.3257891376202,1447.3257891376202,22218400
2019-11-04,1406.4920654296875,1488.1593466481854,1406.4920654296875,1488.1593466481854,23333900
2019-11-05,1460.9368896484375,1460.9368896484375,1415.5661787897905,1433.7144631332492,30704900
2019-11-06,1451.8626708984375,1451.8626708984375,1406.4919624328613,1406.4919624328613,12598100
2019-11-07,1438.2515869140625,1488.1593706871056,1429.1774444098728,1488.1593706871056,21063300
2019-11-08,1438.2515869140625,1451.862800670347,1420.103301905683,1438.2515869140625,20392100
2019-11-11,1411.0291748046875,1460.9369591225382,1365.6584617884596,1411.0291748046875,35561600
2019-11-12,1406.4920654296875,1420.1032789661037,1383.8067095356603,1401.954994250882,27976700
2019-11-13,1379.2696533203125,1411.029151916504,1374.7325820922852,1406.4920806884766,28837900
2019-11-14,1370.195556640625,1388.3438421590438,1365.6584852610204,1370.195556640625,15455400
2019-11-15,1370.195556640625,1397.4179849182533,1361.1214138814155,1388.3438421590438,11801400
2019-11-18,1370.195556640625,1388.3438421590438,1352.0472711222062,1370.195556640625,16541100
2019-11-19,1379.2696533203125,1379.2696533203125,1361.1213684082031,1365.6584396362305,14736200
2019-11-20,1383.806640625,1397.4178534836065,1356.5842149077869,1361.1212858606557,12690800
2019-11-21,1383.806640625,1388.3437115778688,1365.6583568135245,1370.1954277663933,13558000
2019-11-22,1374.732666015625,1388.3438805306312,1370.1955945106229,1388.3438805306312,11006000
2019-11-25,1374.732666015625,1383.806809025629,1361.1214515006188,1365.658523005621,21121300
2019-11-26,1388.3438720703125,1406.4921579797283,1370.1955861608965,1406.4921579797283,73213700
2019-11-27,1374.732666015625,1388.3438805306312,1370.1955945106229,1383.806809025629,27995500
2019-11-28,1347.510009765625,1374.7324342053346,1342.9729390256734,1370.195363465383,19711500
2019-11-29,1383.806640625,1392.8807825307376,1338.4359310963114,1338.4359310963114,16931000
2019-12-02,1424.640380859375,1424.640380859375,1383.806739369775,1392.8808819230194,16641700
2019-12-03,1451.8626708984375,1451.8626708984375,1411.0290332794189,1415.5661041259766,16227300
2019-12-04,1424.640380859375,1442.7886659658639,1415.5662383061306,1442.7886659658639,16765000
2019-12-05,1420.1031494140625,1420.1031494140625,1406.4919371193591,1411.0290078842602,9809000
2019-12-06,1424.640380859375,1442.7886659658639,1406.4920957528861,1406.4920957528861,26183300
2019-12-09,1420.1031494140625,1433.714361708766,1411.0290078842602,1424.6402201789638,11019400
2019-12-10,1424.640380859375,1442.7886659658639,1411.0291670295082,1411.0291670295082,9935300
2019-12-11,1420.1031494140625,1442.7885032385684,1411.0290078842602,1442.7885032385684,17872900
2019-12-12,1424.640380859375,1442.7886659658639,1401.9550244762638,1406.4920957528861,26446200
2019-12-13,1451.8626708984375,1451.8626708984375,1429.1773166656494,1451.8626708984375,18588700
2019-12-16,1429.177490234375,1460.936990017361,1420.1033474392361,1456.3999186197916,16279800
2019-12-17,1483.622314453125,1483.622314453125,1411.0291736847764,1438.2516014729072,46622200
2019-12-18,1483.622314453125,1483.622314453125,1460.936957963016,1483.622314453125,42302800
2019-12-19,1460.9368896484375,1483.6222450777611,1442.7886053049788,1483.6222450777611,16402600
2019-12-20,1460.9368896484375,1479.0851739918965,1442.7886053049788,1442.7886053049788,40962600
2019-12-23,1474.5482177734375,1488.1594320913462,1451.862860576923,1474.5482177734375,30143000
2019-12-26,1447.32568359375,1470.0110391359717,1433.7144702684168,1451.8627547021943,14648500
2019-12-27,1465.47412109375,1465.47412109375,1429.1775484350812,1447.3258347644155,8196900
2019-12-30,1470.010986328125,1470.010986328125,1442.788560655382,1451.8627025462963,14635200
2020-01-02,1465.47412109375,1483.6224074230843,1451.8629063467492,1470.0111926760835,14075700
2020-01-03,1483.622314453125,1483.622314453125,1460.936957963016,1470.0111005590597,20606000
2020-01-06,1488.159423828125,1488.159423828125,1465.4740667575743,1479.0852809999046,10231400
2020-01-07,1483.622314453125,1483.622314453125,1451.8628153669727,1483.622314453125,17153100
2020-01-08,1438.2515869140625,1465.4740144266314,1438.2515869140625,1447.3257294182522,11666700
2020-01-09,1451.8626708984375,1451.8626708984375,1424.6402458190917,1438.2514583587647,13555900
2020-01-10,1451.8626708984375,1465.4738834381103,1433.714387512207,1451.8626708984375,15949700
2020-01-13,1451.8626708984375,1465.4738834381103,1442.7885292053222,1442.7885292053222,12854000
2020-01-14,1438.2515869140625,1460.9369431745365,1420.103301905683,1460.9369431745365,24032800
2020-01-15,1433.714599609375,1442.7887426448774,1415.5663135383702,1438.2516711271262,23321300
2020-01-16,1510.8447265625,1524.4559403153155,1420.1033015437313,1438.251586547485,29672400
2020-01-17,1465.47412109375,1510.8448369170858,1451.8629063467492,1510.8448369170858,26629600
2020-01-20,1470.010986328125,1483.6221991644966,1433.7144187644676,1465.4739153826679,8492800
2020-01-21,1460.9368896484375,1483.6222450777611,1456.3998185625728,1479.0851739918965,4057400
2020-01-22,1442.7886962890625,1470.0111245209316,1424.6404108011498,1460.9369817769752,12417900
2020-01-23,1429.177490234375,1442.7887044270833,1411.0292046440973,1442.7887044270833,14530800
2020-01-24,1397.41796875,1424.6403967126623,1397.41796875,1415.5662540584415,13044800
2020-01-27,1379.2696533203125,1415.5662231445312,1370.1955108642578,1397.4179382324219,10525000
2020-01-28,1361.121337890625,1379.2696223958335,1347.510124511719,1379.2696223958335,15578300
2020-01-29,1383.806640625,1392.8807825307376,1352.047143954918,1365.6583568135245,12069700
2020-01-30,1374.732666015625,1401.9550950456373,1370.1955945106229,1383.806809025629,12903500
2020-01-31,1297.6025390625,1392.881047175481,1297.6025390625,1392.881047175481,36468300
2020-02-03,1333.89892578125,1347.5101393096302,1279.4540716677295,1279.4540716677295,15229400
2020-02-04,1342.97314453125,1352.0472873997044,1333.8990016627956,1342.97314453125,16757500
2020-02-05,1347.510009765625,1347.510009765625,1333.89879754577,1342.9729390256734,14550100
2020-02-06,1324.82470703125,1347.510061603703,1320.2876361167596,1347.510061603703,16990900
2020-02-07,1333.89892578125,1347.5101393096302,1324.8247834289966,1324.8247834289966,12388300
2020-02-10,1342.97314453125,1347.5102159654773,1315.7507159258869,1347.5102159654773,16341600
2020-02-11,1324.82470703125,1342.9729906892123,1315.750565202269,1342.9729906892123,6665900
2020-02-12,1279.4541015625,1315.7506718195923,1274.9170302803636,1315.7506718195923,40079300
2020-02-13,1243.157470703125,1279.4540391908076,1234.0833285812043,1279.4540391908076,29853100
2020-02-14,1261.3057861328125,1270.3799284790919,1234.0833590939749,1243.157501440254,10208800
2020-02-17,1261.3057861328125,1274.9169996522314,1247.6945726133938,1261.3057861328125,5852800
2020-02-18,1265.843017578125,1338.4361655395946,1261.3059458305331,1261.3059458305331,22990100
2020-02-19,1302.139404296875,1320.2876886773192,1270.3799066310976,1270.3799066310976,13279400
2020-02-20,1288.5281982421875,1329.3618383273272,1270.3799137599033,1315.750624965614,13565400
2020-02-21,1238.6204833984375,1293.0653398115558,1238.6204833984375,1288.528268443796,30858700
2020-02-24,1229.54638671875,1261.305887482703,1215.9351721056273,1234.0834582564576,21385300
2020-02-25,1175.1014404296875,1270.3799355996623,1175.1014404296875,1215.9350812168195,23418400
2020-02-26,1166.0272216796875,1206.8608597929838,1152.4160089752552,1170.5642925811649,47271500
2020-02-27,1134.2677001953125,1175.1013374023437,1097.9711337890624,1170.5642666015624,39329700
2020-02-28,1107.04541015625,1111.5824815093492,1066.2117679783555,1102.5083388031505,44307700
2020-03-02,1084.360107421875,1147.8791095302695,1075.285964263533,1107.04546531773,31720700
2020-03-03,1097.97119140625,1120.656546600594,1093.4341203673812,1102.5082624451188,34175900
2020-03-04,1156.953125,1170.5643382352941,1097.9712009803923,1097.9712009803923,30659400
2020-03-05,1206.8609619140625,1215.935104484845,1175.1014629163242,1179.6385342017152,38274500
2020-03-06,1120.6568603515625,1202.324161915644,1120.6568603515625,1202.324161915644,25366200
